name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
richmond,2020-07-06,92.1,71.9,82.1,100.5,71.9,85.4,70.5,69.4,0,0,0,,0,0,,12.6,199.6,1017.1,38.9,9.8,307.6,26.4,10,,2020-07-06T05:55:08,2020-07-06T20:33:54,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KRIC,KFCI,F2053,72401013740,72049800153,KW96,KOFP,72308493775"
richmond,2020-07-07,89.7,72.2,81.6,94.6,72.2,84.1,70.8,71.4,0.021,100,8.33,rain,0,0,,10.2,181.5,1017.5,40.6,9.4,308.5,26.7,10,,2020-07-07T05:55:43,2020-07-07T20:33:38,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KRIC,KFCI,F2053,72401013740,KW96,KOFP,72308493775"
richmond,2020-07-08,89,71.6,79.8,94.4,71.6,82.2,71.1,76.4,0,0,0,,0,0,16.1,9.1,93.8,1015.3,39.6,9.4,237.8,20.5,8,,2020-07-08T05:56:18,2020-07-08T20:33:19,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KRIC,KFCI,F2053,72401013740,KW96,KOFP,72308493775"
richmond,2020-07-09,88.4,71.5,80.1,96,71.5,83.3,71.9,77.8,0.013,100,4.17,rain,0,0,21.9,13.1,61.6,1013.6,45.2,9.3,225.2,19.3,8,,2020-07-09T05:56:55,2020-07-09T20:32:59,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KRIC,KFCI,F2053,72401493714,72401013740,72049800153,KW96,KOFP,72308493775"
richmond,2020-07-10,92.5,73.7,81.9,97.6,73.7,84.6,70.9,71.9,0,0,0,,0,0,24.2,10.3,307.3,1010.5,44.5,9.9,279.2,24.3,10,,2020-07-10T05:57:33,2020-07-10T20:32:37,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KRIC,KFCI,F2053,72401013740,72049800153,KW96,KOFP,72308493775"
richmond,2020-07-11,91.6,72.2,81.5,94,72.2,82.7,67.9,67,0.078,100,29.17,rain,0,0,28.1,13.6,251.8,1008,33.9,9.8,332,28.8,10,,2020-07-11T05:58:11,2020-07-11T20:32:14,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KRIC,KFCI,F2053,72401013740,72049800153,KW96,KOFP,72308493775"
richmond,2020-07-12,91.8,68.3,81.5,91.9,68.3,81.6,62.7,56,0,0,0,,0,0,18.3,10.2,216.2,1009.1,23.2,9.9,303.5,26.3,10,,2020-07-12T05:58:51,2020-07-12T20:31:48,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KRIC,KFCI,F2053,72401013740,KW96,KOFP,72308493775"
richmond,2020-07-13,88.4,70.9,79,90.9,70.9,80,67.1,69.1,0.04,100,20.83,rain,0,0,,6.9,31.3,1011,44.6,9.8,270.3,23.2,10,,2020-07-13T05:59:31,2020-07-13T20:31:21,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KRIC,KFCI,F2053,72401013740,KW96,KOFP,72308493775"
richmond,2020-07-14,90.3,70,80,91.6,70,81,67.9,70.2,0,0,0,,0,0,,8.4,33,1015.4,28.1,9.3,305,26.1,9,,2020-07-14T06:00:12,2020-07-14T20:30:52,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KRIC,KFCI,F2053,72401013740,72049800153,KW96,KOFP,72308493775"
richmond,2020-07-15,91,70.7,80.5,93.2,70.7,81.8,67.9,68.7,0,0,0,,0,0,,9.9,106.3,1020.1,28.4,9.4,307.8,26.5,10,,2020-07-15T06:00:54,2020-07-15T20:30:21,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KRIC,KFCI,F2053,72401013740,KW96,KOFP,72308493775"
richmond,2020-07-16,89,72.2,79.9,92.6,72.2,81.4,67.6,67.5,0,0,0,,0,0,23,12.9,126.2,1022.7,51.3,9.9,248.1,21.4,8,,2020-07-16T06:01:37,2020-07-16T20:29:48,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KRIC,KFCI,F2053,72401013740,72049800153,KW96,KOFP,72308493775"
richmond,2020-07-17,94.9,73.5,80.7,105.6,73.5,83.7,72.5,77.8,0.094,100,33.33,rain,0,0,43.8,11.6,205.9,1020.3,42.7,9.8,229.2,20,9,,2020-07-17T06:02:20,2020-07-17T20:29:14,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KRIC,KFCI,F2053,72401013740,72049800153,KW96,KOFP,72308493775"
richmond,2020-07-18,93.7,73.4,83.6,102,73.4,88.4,72.5,71.6,0.01,100,37.5,rain,0,0,,7.7,96,1018.1,38.1,9.7,258.3,22.3,8,,2020-07-18T06:03:04,2020-07-18T20:28:38,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KRIC,KFCI,F2053,72401013740,KW96,KOFP,72308493775"
richmond,2020-07-19,99.5,75.2,86.3,105.3,75.2,90.6,72.1,66.6,0,0,0,,0,0,18.3,10.7,237.4,1015,20,9.7,298.5,25.8,10,,2020-07-19T06:03:49,2020-07-19T20:28:00,0.97,Clear,Partly cloudy throughout the day.,clear-day,"KRIC,KFCI,F2053,72401013740,KW96,KOFP,72308493775"
richmond,2020-07-20,96.8,78.9,87.5,104.9,78.9,94.1,72.3,62.1,0,0,0,,0,0,,9.5,209.5,1014,28.4,9.8,292.7,25.1,9,,2020-07-20T06:04:34,2020-07-20T20:27:20,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KRIC,KFCI,F2053,72401013740,KW96,KOFP,72308493775"
richmond,2020-07-21,99.4,74.3,87.2,107.8,74.3,92.9,71.9,62.5,0.079,100,8.33,rain,0,0,40.4,11.9,227.6,1016,30.3,9.6,312.9,27,10,,2020-07-21T06:05:20,2020-07-21T20:26:39,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KRIC,KFCI,F2053,72401493714,72401013740,KW96,KOFP,72308493775"
richmond,2020-07-22,94.8,73.1,80.6,101.9,73.1,83.3,71.5,76.2,0.444,100,79.17,rain,0,0,35,20.8,231.3,1018,41.1,9.4,285.6,24.6,9,,2020-07-22T06:06:07,2020-07-22T20:25:56,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KRIC,KFCI,F2053,72401013740,KW96,KOFP,72308493775"
richmond,2020-07-23,93.2,74.1,80.8,101.6,74.1,83.7,71.6,74.8,0.016,100,33.33,rain,0,0,24.2,18.2,227.4,1018.8,45.5,9.9,257.3,22.3,9,,2020-07-23T06:06:53,2020-07-23T20:25:12,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KRIC,KFCI,F2053,AS694,72401013740,KW96,KOFP,72308493775"
richmond,2020-07-24,89.3,73.9,80.3,94.9,73.9,82.8,71.5,76,0.131,100,25,rain,0,0,,12.8,242.4,1018.9,59.3,9.7,250,21.7,9,,2020-07-24T06:07:41,2020-07-24T20:24:26,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KRIC,KFCI,F2053,AS694,72401013740,72049800153,KW96,KOFP,72308493775"
richmond,2020-07-25,90.7,71.3,80.7,98.5,71.3,84,72,76.7,0.024,100,16.67,rain,0,0,,7.4,119.8,1019.2,36.6,9.7,209,18.1,6,,2020-07-25T06:08:29,2020-07-25T20:23:38,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KRIC,KFCI,F2053,72401013740,KW96,KOFP,72308493775"
richmond,2020-07-26,97.2,73.9,85.3,98.3,73.9,87.4,69.1,64,0.003,100,8.33,rain,0,0,18.3,12.3,266.1,1018,12.3,9.8,322,27.8,10,,2020-07-26T06:09:17,2020-07-26T20:22:49,0.21,Rain,Clear conditions throughout the day with morning rain.,rain,"KRIC,KFCI,F2053,72401013740,KW96,KOFP,72308493775"
richmond,2020-07-27,96.7,77.8,87,100.5,77.8,90.1,69.5,59,0.001,100,4.17,rain,0,0,21.9,12.4,236.8,1014.2,17.1,9.9,302.9,26.3,9,,2020-07-27T06:10:05,2020-07-27T20:21:58,0.25,Rain,Clear conditions throughout the day with morning rain.,rain,"KRIC,KFCI,F2053,AS694,72401013740,72049800153,KW96,KOFP,72308493775"
richmond,2020-07-28,98.2,77.7,86.5,104.1,77.7,89.8,69.8,60.1,0.002,100,8.33,rain,0,0,24.2,15.4,254.9,1012.3,22.9,9.9,290.9,25.1,9,,2020-07-28T06:10:54,2020-07-28T20:21:06,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KRIC,KFCI,F2053,72401013740,KW96,KOFP,72308493775"
richmond,2020-07-29,91.1,74.2,82.8,97.5,74.2,86.4,71.1,69.4,0,0,0,,0,0,19.7,10,164.3,1014.5,41.5,9.7,271.7,23.6,10,,2020-07-29T06:11:43,2020-07-29T20:20:12,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KRIC,KFCI,F2053,AS694,72401013740,F0267,KW96,KOFP,72308493775"
richmond,2020-07-30,93.7,73.4,82.7,101.6,73.4,86.5,72.9,74.5,0.062,100,20.83,rain,0,0,20.8,12.9,181.1,1012.2,41.2,9.4,254.4,22,9,,2020-07-30T06:12:33,2020-07-30T20:19:17,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KRIC,KFCI,72401013740,F0267,KW96,KOFP,72308493775"
richmond,2020-07-31,88.3,73.7,78.9,98,73.7,81.3,74.2,86.4,0.867,100,75,rain,0,0,21.9,7.1,302.2,1009.5,77.1,8.7,128,11,6,,2020-07-31T06:13:22,2020-07-31T20:18:20,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KRIC,KFCI,72401013740,F0267,KW96,KOFP,72308493775"
richmond,2020-08-01,88.5,74.8,80.6,97.9,74.8,84.4,74.1,81.7,0.02,100,8.33,rain,0,0,,13.5,134.3,1013.3,66.9,9.6,141,12.3,8,,2020-08-01T06:14:12,2020-08-01T20:17:22,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KRIC,KFCI,AS694,72401013740,F0267,KW96,KOFP,72308493775"
richmond,2020-08-02,94.5,74.3,82.4,102.3,74.3,86.4,73.2,76.1,0.132,100,20.83,rain,0,0,29.8,17.4,207.3,1013.7,43,9.7,243.8,21.1,9,,2020-08-02T06:15:02,2020-08-02T20:16:22,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KRIC,KFCI,F2053,72401013740,F0267,KW96,KOFP,72308493775"
richmond,2020-08-03,87.6,72.3,78,95.9,72.3,79.5,71.8,81.9,1.271,100,29.17,rain,0,0,37.5,10.4,213.8,1017.3,57.4,8.7,163.9,14.2,7,,2020-08-03T06:15:53,2020-08-03T20:15:21,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KRIC,KFCI,F2053,AS694,72401013740,KW96,KOFP,72308493775"
richmond,2020-08-04,87.9,68.8,77.6,92.1,68.8,79.2,69.6,78.5,3.729,100,41.67,rain,0,0,40.8,26.8,277.6,1011,58.8,8.1,264.6,22.8,9,,2020-08-04T06:16:43,2020-08-04T20:14:19,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KRIC,KFCI,F2053,72401493714,72401013740,72049800153,KW96,KOFP,72308493775"
richmond,2020-08-05,88.1,71.5,79.9,94.5,71.5,82.3,70.9,75.3,1.078,100,16.67,rain,0,0,35.6,13.1,62.5,1016.9,54.7,9.5,236.6,20.6,9,,2020-08-05T06:17:34,2020-08-05T20:13:15,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KRIC,KFCI,F2053,72401493714,72401013740,72049800153,KW96,KOFP,72308493775,72028503734"
richmond,2020-08-06,88.1,70.7,76.2,96.6,70.7,78.3,71.6,86.6,2.094,100,58.33,rain,0,0,18.3,13.1,92.2,1017.8,57.9,8.6,209.2,18.2,9,,2020-08-06T06:18:25,2020-08-06T20:12:10,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KRIC,KFCI,F2053,72401013740,KW96,KOFP,72308493775"
richmond,2020-08-07,84.2,71.1,76.4,89.3,71.1,77.5,71.1,84.9,0.03,100,29.17,rain,0,0,,7.2,126.4,1018.9,67.9,9.2,154.1,13.4,8,,2020-08-07T06:19:15,2020-08-07T20:11:04,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KRIC,KFCI,F2053,72401013740,KW96,KOFP,72308493775"
richmond,2020-08-08,86.1,72.5,78.2,92.9,72.5,80.3,72.5,83.6,0.163,100,8.33,rain,0,0,,8.7,30.3,1020.2,55,8.8,207.3,18,8,,2020-08-08T06:20:06,2020-08-08T20:09:57,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KRIC,KFCI,F2053,72401013740,KW96,KOFP,72308493775"
richmond,2020-08-09,88.4,69.6,78.3,96.1,69.6,81,71.6,81.4,0.038,100,4.17,rain,0,0,,8.8,164.6,1020.4,32.6,8.1,282.5,24.4,9,,2020-08-09T06:20:57,2020-08-09T20:08:48,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KRIC,KFCI,F2053,72401493714,72401013740,72049800153,KW96,KOFP,72308493775"
richmond,2020-08-10,88.6,72.5,80.3,96.2,72.5,83.1,72.5,79,0,0,0,,0,0,23,14.4,143.1,1017.6,27.4,8.6,237,20.5,9,,2020-08-10T06:21:48,2020-08-10T20:07:38,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KRIC,KFCI,F2053,72401493714,72401013740,72049800153,KW96,KOFP,72308493775"
richmond,2020-08-11,89.1,71.1,79.8,98,71.1,83.5,72.8,80.5,0,0,0,,0,0,,8.6,160.2,1015.2,29.9,9.3,280.9,24.3,10,,2020-08-11T06:22:39,2020-08-11T20:06:27,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KRIC,KFCI,F2053,72401013740,KW96,KOFP,72308493775"
richmond,2020-08-12,88.9,73.7,78.9,97.9,73.7,81.3,73.5,84.5,0.882,100,37.5,rain,0,0,20.8,10.6,221.4,1016.6,37.8,8.9,180.2,15.5,9,,2020-08-12T06:23:30,2020-08-12T20:05:15,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KRIC,KFCI,F2053,72401013740,KW96,KOFP,72308493775"
richmond,2020-08-13,85.5,72.9,76.8,92.8,72.9,78.1,73.2,89,0.448,100,33.33,rain,0,0,26.7,11.1,30.4,1017,66.6,8.7,148.7,12.9,6,,2020-08-13T06:24:21,2020-08-13T20:04:02,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KRIC,KFCI,F2053,72401013740,KW96,KOFP,72308493775"
richmond,2020-08-14,85.5,74,77.4,93,74,78.8,73.2,87.4,0.861,100,70.83,rain,0,0,17.2,12,18.5,1014.6,74.2,8.9,164.8,14.3,7,,2020-08-14T06:25:12,2020-08-14T20:02:48,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KRIC,KFCI,F2053,72401013740,KW96,KOFP,72308493775"
richmond,2020-08-15,74,68.7,72.4,74,68.7,72.4,70.3,93,1.762,100,95.83,rain,0,0,18.8,10.2,39.1,1013.6,79.1,6.2,33.1,2.9,1,,2020-08-15T06:26:04,2020-08-15T20:01:33,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KRIC,KFCI,F2053,72401013740,KW96,KOFP,72308493775"
richmond,2020-08-16,76,66.7,70.8,76,66.7,70.8,67.1,88.6,0.759,100,100,rain,0,0,24.2,14.5,358.4,1012.7,68.6,8.2,104.3,8.8,4,,2020-08-16T06:26:55,2020-08-16T20:00:16,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KRIC,KFCI,F2053,72401013740,KW96,KOFP,72308493775"
richmond,2020-08-17,83.8,63.6,72.8,87,63.6,73.4,66.8,83,0.221,100,100,rain,0,0,,9,209.9,1014.4,43,8.9,236.4,20.3,8,,2020-08-17T06:27:46,2020-08-17T19:58:59,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KRIC,KFCI,F2053,72401013740,72049800153,KW96,KOFP,72308493775"
richmond,2020-08-18,87.7,66.6,76.2,88.3,66.6,76.8,66.5,74.9,0.009,100,33.33,rain,0,0,,5.6,343.7,1012.9,38.8,8.6,293.6,25.2,9,,2020-08-18T06:28:36,2020-08-18T19:57:41,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KRIC,KFCI,F2053,72401013740,KW96,KOFP,72308493775"
richmond,2020-08-19,82.5,70.2,75.5,84.9,70.2,76,67.8,77.8,0.007,100,16.67,rain,0,0,20.8,12.7,15.8,1013.7,51.1,9.5,194.8,17,8,,2020-08-19T06:29:27,2020-08-19T19:56:22,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KRIC,KFCI,F2053,72401013740,72049800153,KW96,KOFP,72308493775"
richmond,2020-08-20,84.3,66.9,74.8,86.3,66.9,75.5,66.5,77.4,0.002,100,8.33,rain,0,0,,8.9,72.9,1016.7,37.5,9.3,245.3,21.3,9,,2020-08-20T06:30:18,2020-08-20T19:55:02,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KRIC,KFCI,F2053,72401013740,KW96,KOFP,72308493775"
richmond,2020-08-21,82.9,67.5,75.2,87.1,67.5,76.2,69.5,83.2,0.005,100,16.67,rain,0,0,,7.5,117.7,1015.9,60.3,8.8,133.7,11.5,5,,2020-08-21T06:31:09,2020-08-21T19:53:41,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KRIC,KFCI,F2053,72401013740,KW96,KOFP,72308493775"
richmond,2020-08-22,80.9,70.9,75.8,85,70.9,76.7,71.3,86.3,0.143,100,29.17,rain,0,0,,6.6,203.9,1015.5,61.2,9.1,114.6,9.8,4,,2020-08-22T06:32:00,2020-08-22T19:52:20,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KRIC,KFCI,F2053,72401013740,72049800153,KW96,KOFP,72308493775"
richmond,2020-08-23,88.1,71.6,79,95.5,71.6,81.6,71.8,80.1,0.002,100,4.17,rain,0,0,,11.9,216.1,1018,53.2,9.2,260.1,22.6,9,,2020-08-23T06:32:50,2020-08-23T19:50:57,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KRIC,KFCI,F2053,72401013740,KW96,KOFP,72308493775"
richmond,2020-08-24,86.4,74.5,79.4,93.1,74.5,81.8,72.2,79.3,0.002,100,8.33,rain,0,0,24.2,12.2,223,1018.6,43.6,9.6,149,13,6,,2020-08-24T06:33:41,2020-08-24T19:49:34,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KRIC,KFCI,F2053,72401013740,F0267,KW96,KOFP,72308493775"
richmond,2020-08-25,90.8,72.8,81.8,97.7,72.8,84.8,70.8,71.2,0.015,100,8.33,rain,0,0,16.1,13.8,250.6,1015.3,26.8,9.8,216.3,18.7,8,,2020-08-25T06:34:32,2020-08-25T19:48:10,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KRIC,KFCI,72401013740,F0267,KW96,KOFP,72308493775"
richmond,2020-08-26,87.5,71.9,79.3,87.9,71.9,79.4,64.2,61.7,0.001,100,4.17,rain,0,0,,10.2,318.1,1016.7,22.6,9.9,225.6,19.4,8,,2020-08-26T06:35:22,2020-08-26T19:46:45,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KRIC,KFCI,72401013740,F0267,KW96,KOFP,72308493775"
richmond,2020-08-27,93.2,72.6,82.4,101.1,72.6,86.6,70.5,68.6,0.006,100,4.17,rain,0,0,21.9,12.8,243.2,1014.1,27.6,9.9,210.9,18.1,8,,2020-08-27T06:36:13,2020-08-27T19:45:20,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KRIC,KFCI,72401013740,F0267,KW96,KOFP,72308493775"
richmond,2020-08-28,92.7,75.9,83.5,101.1,75.9,88,71.2,67.6,0,0,0,,0,0,,9,235.3,1012.7,49,9.9,184.7,15.8,8,,2020-08-28T06:37:03,2020-08-28T19:43:54,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KRIC,KFCI,72401013740,F0267,KW96,KOFP,72308493775"
richmond,2020-08-29,87.7,78.3,81.8,95.7,78.3,86.1,74.4,78.9,0.018,100,8.33,rain,0,0,29.8,18.6,218.2,1005.5,55.5,9.8,89.3,7.8,4,,2020-08-29T06:37:53,2020-08-29T19:42:28,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KRIC,KFCI,72401493714,72401013740,72049800153,F0267,KW96,KOFP,72308493775,72028503734"
richmond,2020-08-30,86.5,67.7,77.3,85.1,67.7,77.1,61.2,60.3,0,0,0,,0,0,,7.7,352.2,1009.9,29.2,9.9,225.9,19.5,9,,2020-08-30T06:38:43,2020-08-30T19:41:00,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KRIC,KFCI,72401493714,72401013740,72049800153,F0267,KW96,KOFP,72308493775,72028503734"
richmond,2020-08-31,77.5,66.1,71.7,77.5,66.1,71.7,65.9,82.3,0.114,100,37.5,rain,0,0,18.3,9.1,95.8,1015.5,69.3,9.6,52.8,4.5,3,,2020-08-31T06:39:34,2020-08-31T19:39:33,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KRIC,KFCI,72401493714,72401013740,72049800153,F0267,KW96,KOFP,72308493775,72028503734"
richmond,2020-09-01,78.6,69.6,74.1,78.6,69.6,74.1,71.5,91.6,0.702,100,50,rain,0,0,,5.8,40.3,1016.7,78.5,8.5,57.3,5,2,,2020-09-01T06:40:24,2020-09-01T19:38:04,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KRIC,KFCI,72401013740,F0267,KW96,KOFP,72308493775"
richmond,2020-09-02,88.8,74.1,80.3,99.8,74.1,84.7,74.4,83.3,0.016,100,25,rain,0,0,,10.5,196.1,1013.6,68.1,9,149.6,13,7,,2020-09-02T06:41:14,2020-09-02T19:36:36,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KRIC,KFCI,72401013740,F0267,KW96,KOFP,72308493775"
richmond,2020-09-03,92.1,72.8,82.9,102.3,72.8,88.2,73.3,74.4,0,0,0,,0,0,21.9,13.5,221.5,1010.9,30.8,9.8,202.2,17.4,8,,2020-09-03T06:42:04,2020-09-03T19:35:06,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KRIC,KFCI,72401013740,F0267,KW96,KOFP,72308493775"
richmond,2020-09-04,91.4,72.6,82.5,95.2,72.6,85,69.6,67.1,0.032,100,12.5,rain,0,0,23.7,11.6,280.9,1013.9,29,9.8,208.8,17.9,8,,2020-09-04T06:42:54,2020-09-04T19:33:37,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KRIC,KFCI,72401013740,F0267,KW96,KOFP,72308493775"
richmond,2020-09-05,81.6,63.1,73.2,80.6,63.1,73.1,57.4,61.1,0,0,0,,0,0,21.9,12.7,5.5,1022.7,38.1,9.9,219.2,18.8,9,,2020-09-05T06:43:44,2020-09-05T19:32:07,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KRIC,KFCI,72401013740,F0267,72049800153,KW96,KOFP,72308493775"
richmond,2020-09-06,81.9,57,69.4,82,57,69.4,57.4,68.8,0,0,0,,0,0,,7,94.3,1022.5,8.3,9.9,211.2,18.2,8,,2020-09-06T06:44:34,2020-09-06T19:30:36,0.65,Clear,Clear conditions throughout the day.,clear-day,"KPTB,KRIC,KFCI,72401493714,72401013740,F0267,72049800153,KW96,KOFP,72308493775,72028503734"
richmond,2020-09-07,83.1,56.9,70.1,82.4,56.9,70.1,59.4,72.4,0,0,0,,0,0,,7,73.2,1018.8,11,9.8,212.7,18.4,8,,2020-09-07T06:45:23,2020-09-07T19:29:05,0.68,Clear,Clear conditions throughout the day.,clear-day,"KRIC,KFCI,72401013740,F0267,KW96,KOFP,72308493775"
richmond,2020-09-08,86.2,62.1,73.8,90.9,62.1,74.9,67,80.9,0.004,100,12.5,rain,0,0,23,10,48.4,1019.6,33.2,9.7,173.4,14.9,8,,2020-09-08T06:46:13,2020-09-08T19:27:34,0.71,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"KRIC,KFCI,AS694,72401013740,F0267,KW96,KOFP,72308493775"
richmond,2020-09-09,77,72.4,74.5,77,72.4,74.5,72.6,94,0.328,100,70.83,rain,0,0,,8.2,39.8,1022.4,72.5,9,47.5,4.2,2,,2020-09-09T06:47:03,2020-09-09T19:26:03,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KRIC,KFCI,72401013740,F0267,KW96,KOFP,72308493775"
richmond,2020-09-10,87.3,74.6,78.5,97.7,74.6,81.3,74.8,88.8,0.303,100,75,rain,0,0,,9.1,36.9,1021.4,75.1,9.1,110.8,9.5,6,,2020-09-10T06:47:53,2020-09-10T19:24:31,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KRIC,KFCI,72401493714,72401013740,72049800153,F0267,KW96,KOFP,72308493775"
richmond,2020-09-11,85.2,73.1,76.8,92.3,73.1,77.9,72.5,87.1,0.095,100,16.67,rain,0,0,18.3,13.2,17.6,1020.3,62,9,107.3,9.4,6,,2020-09-11T06:48:43,2020-09-11T19:22:59,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KRIC,KFCI,AS694,72401013740,F0267,KW96,KOFP,72308493775"
richmond,2020-09-12,77.7,64.5,72.2,77.7,64.5,72.2,66.1,81.9,0.008,100,8.33,rain,0,0,19.7,11.1,62.7,1022.2,66.1,9.2,74.5,6.3,4,,2020-09-12T06:49:33,2020-09-12T19:21:26,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"C0630,KRIC,KFCI,72401013740,F0267,KW96,KOFP,72308493775"
richmond,2020-09-13,82.7,61.4,71.6,85.1,61.4,72.1,64.4,79.7,0,0,0,,0,0,,5.9,23.4,1019.7,20.3,9.8,182.8,15.9,8,,2020-09-13T06:50:23,2020-09-13T19:19:54,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KRIC,KFCI,72401013740,F0267,KW96,KOFP,72308493775"
richmond,2020-09-14,78.4,64.5,72.4,78.4,64.5,72.4,64.3,77,0,0,0,,0,0,21.9,12.3,4.1,1020.5,51.3,9.8,110.5,9.5,5,,2020-09-14T06:51:13,2020-09-14T19:18:21,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KRIC,KFCI,AS694,72401013740,F0267,KW96,KOFP,72308493775"
